F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,file,target
28.580679,0.21563528,27.129202,30.303083,33.142044,6.012842,165.3409,160.82697,81.038956,166.70406,0.6763087,0.4974293,0.39500415,0.6310797,0.91226554,0.5172614,6.0256004,3.302209,3.1245158,1.6163752,0.42489567,0.64550716,31.59118,0.31373927,5.549887,2.0529416,8.885379,1.5839901,-5.2093797,-2.2471166,0.04160726,2.2799168,1.3856901,0.5143961,3.1030116,1.6052363,4.426428,4.3914843,24.601189,0.33010203,516.4022,0.31947145,1338.9062,0.17117679,-15.556029,-2.7405565,1548.2515,0.14184344,1060.642,0.3762464,-29.493769,-1.3054138,2578.9685,0.093994334,1027.154,0.5584871,-35.854927,-1.0226903,-16.100584,-0.31054133,26.563675,0.24151273,0.021145856,1.676371,-0.025430886,-0.46693027,0.43943146,0.62581575,32.43075,0.28396195,5.2509785,2.1664495,9.013434,1.5850518,-5.7327476,-2.019111,-10.725453,18.904621,-0.018597793,-0.01429946,0.19510101,2.4958403,1.2217697,0.7633333,0.9954476,0.05282051,0.04856657,-29.778526,69_PF48_3.wav,1
23.50201,0.16766016,20.79374,23.301208,25.950043,5.1563034,260.3737,279.86517,56.637447,81.126495,0.8652076,0.5375726,0.4070827,0.8269235,1.2570587,0.84997606,11.390519,5.3491693,7.504251,4.1392555,0.6266262,0.53966403,25.542755,0.5078252,11.8758745,0.8373508,2.79287,4.1881084,12.022544,1.0558832,0.033736784,1.3657299,1.2052991,0.73216105,2.7026916,1.1638155,-0.16396292,-46.81265,20.586172,0.51195186,447.7029,0.32394412,1249.6366,0.16568492,-52.379723,-1.5255613,1426.4016,0.1549906,978.37573,0.2998469,-62.03077,-1.1931509,2425.249,0.11109169,899.0099,0.32351005,-67.38032,-1.0548283,-15.774826,-0.40991428,26.817438,0.28596798,-0.018369278,-1.6792887,-0.024503913,-0.5612171,0.7053249,0.45630157,30.498402,0.29124606,11.355557,0.89378786,2.381309,5.269207,11.220676,1.2163152,-14.996696,26.799505,-0.059970506,-0.0025953962,0.37629265,4.1112957,1.9330701,0.38537636,0.41648182,0.13,0.17480548,-26.630955,02_PM65_2.wav,1
29.928234,0.13408273,27.90409,29.934137,33.145615,5.2415237,190.76344,359.76566,94.56752,209.489,0.7176083,0.6123357,0.3531939,0.6064968,1.023505,0.6703111,9.961185,5.3322845,6.777846,4.211354,0.42858914,0.7401931,28.238405,0.46759534,9.367264,1.2559118,10.198155,1.4152681,2.471953,5.008952,0.036969405,1.9248387,1.2564632,0.72499484,5.776905,0.7410624,5.1722045,1.8578609,25.18811,0.35668808,484.6984,0.33127314,1309.921,0.15405652,-44.198322,-1.6228595,1501.692,0.16601858,988.7566,0.33601928,-54.089138,-1.191845,2545.027,0.08708896,856.47833,0.45088825,-59.785442,-1.030523,-17.060411,-0.37832746,27.03603,0.27664647,0.010478672,3.048865,-0.02055309,-0.6683406,0.4775583,0.67290515,31.76357,0.34545317,10.55561,1.1009936,10.523578,1.4106826,1.7823541,7.252181,-7.9852223,17.51257,-0.023086177,-0.0034587092,0.20101944,3.408863,1.8269424,0.44230768,0.4595508,0.099999994,0.15708695,-27.441587,35_PF43_2.wav,1
30.447376,0.16419801,28.45914,31.373905,33.922638,5.463497,219.6582,427.57294,73.490326,90.50236,0.51533836,0.865116,0.15217818,0.3769663,0.83446926,0.6822911,10.424662,6.743885,8.404473,6.2350163,0.25511578,0.9344103,23.50761,0.6533331,8.597788,1.3687669,16.3444,0.8125638,7.8159475,1.8080384,0.035904314,2.2697551,1.1957334,0.9533028,7.2762837,0.60343385,8.1500635,1.3615803,24.083744,0.40614244,471.42105,0.33262056,1299.0637,0.16570272,-69.442894,-1.2208787,1555.7473,0.14870337,972.6035,0.44677472,-77.981964,-0.9745491,2523.384,0.09738442,1011.98517,0.5067487,-79.750595,-0.93654984,-17.744404,-0.36719325,25.810303,0.3014278,0.0067174165,6.8706346,-0.021086028,-0.5589596,0.31579885,0.773478,30.67725,0.3323967,8.514081,1.4795488,18.420628,0.76612246,4.588534,3.289249,-13.116621,22.594982,-0.057021245,-0.00018837534,0.1085144,3.6850922,2.2851152,0.29954126,0.26623568,0.13,0.17057525,-31.166466,67_PF54_1.wav,1
30.810024,0.1662631,27.08882,30.872606,34.566784,7.4779644,348.1296,603.7169,89.4874,131.83258,1.2630485,0.73861814,0.46842396,1.0187194,1.9564171,1.4879931,22.657902,12.422909,13.690066,10.732941,1.2124131,1.1160301,17.796062,0.792918,13.592701,0.8653878,7.3986588,2.1536503,-4.8705273,-3.2528565,0.030742632,2.172725,1.109229,0.68866533,5.646328,0.69407195,4.745546,2.2635725,23.753767,0.50619894,483.21564,0.30107945,1190.2607,0.1852831,-77.13583,-1.2042698,1578.9451,0.17746846,884.55676,0.510383,-84.33555,-0.98485076,2605.4277,0.09002046,866.8367,0.61644584,-85.54861,-0.9556425,-17.586222,-0.42680943,25.245718,0.34765854,-0.0043987515,-9.62196,-0.033406913,-0.4291378,1.4774874,0.8912453,24.31775,0.4244101,15.474382,0.7676885,8.103313,2.2667098,-9.679572,-1.7338051,-12.075993,21.56744,-0.056161195,-0.012212415,0.7304664,2.7809472,2.1127768,0.2972297,0.2889141,0.17363636,0.25606066,-20.130823,14_CF49_3.wav,0
35.58377,0.09684593,32.96681,34.996975,38.019077,5.052269,91.53073,247.95036,30.841028,31.093561,0.66933274,0.5800226,0.3491264,0.56268024,0.93502784,0.58590144,10.69427,5.9182105,7.435989,4.599719,0.3368717,0.79633486,16.862679,0.59862024,9.3036375,1.1964741,8.535981,1.5448401,-14.980335,-1.0672885,0.023400417,1.547103,1.0534573,0.66858965,7.216682,0.50538045,5.5495887,1.4235395,21.607187,0.39873067,496.91376,0.29986513,1201.2809,0.1818397,-51.331856,-1.5724381,1604.9495,0.1615619,1090.4086,0.53721076,-58.495266,-1.1787182,2551.4211,0.11908121,901.9943,0.6006831,-59.184196,-1.1559052,-13.85351,-0.43963155,21.495575,0.34197032,0.0116494475,3.0549538,-0.028774856,-0.43655875,0.3869251,0.71346194,20.074615,0.39550635,9.02947,1.3063304,9.443463,1.482324,-18.836744,-0.8122555,-10.332066,19.290588,-0.0364526,-0.012347615,0.14728495,4.2056074,1.9649123,0.3947619,0.33722067,0.10684931,0.11958692,-31.834986,32_CF22_3.wav,0
26.234257,0.24625131,19.492231,27.201118,30.766237,11.274006,418.20755,540.28595,206.1853,283.6367,0.52029586,1.1150955,0.18899877,0.36844826,0.72054595,0.5315472,24.595455,35.113926,11.326174,9.831946,0.8534852,2.5726802,19.41718,0.7228554,13.29542,0.92487425,7.9116325,1.8221405,8.191576,1.5678481,0.06541797,1.9427077,1.6044769,0.7602626,2.0046155,2.9744875,4.1405315,7.0523295,19.305235,1.2292527,485.1485,0.37919497,1189.2646,0.19728036,-85.499886,-1.0544356,1534.347,0.16117184,872.08545,0.42016193,-91.82872,-0.9016806,2554.5806,0.11300037,843.86273,0.4169609,-94.230774,-0.85726494,-17.569141,-0.45131373,26.956541,0.36116672,-0.021511378,-2.2853925,-0.0243131,-0.5497237,0.78063416,2.5004401,24.772493,0.44374415,12.763064,0.94711804,6.3096924,2.5907438,5.050318,2.625097,-17.590305,27.253414,-0.06674911,-0.010719246,0.97288704,1.6724913,4.0,0.1415,0.13109733,0.10057971,0.09264055,-22.226915,19_CF62_4.wav,0
24.159666,0.16415574,21.492271,24.7729,27.234297,5.7420254,167.96892,233.34702,96.18429,137.13548,0.48270836,0.51141435,0.23836727,0.45396447,0.69146425,0.453097,5.1980677,2.7115054,3.1669226,1.8365567,0.34819955,0.66345245,26.40658,0.44917902,16.63708,0.45719656,20.951717,0.53416383,11.466596,0.84368616,0.04986779,1.83882,1.253518,0.7175826,4.116308,0.93913394,3.1160393,3.7691665,26.910088,0.29785934,431.81946,0.31001547,1217.8336,0.1669081,-50.53315,-1.4799931,1508.9484,0.13637532,915.35736,0.3596254,-65.897766,-1.009007,2507.3574,0.08947252,914.20276,0.3982351,-68.64278,-0.94806767,-22.391405,-0.2465711,31.017578,0.21458003,-0.021444691,-1.4028368,-0.022200573,-0.52487844,0.40631244,0.53459704,30.82171,0.2702241,18.19274,0.4083155,23.32834,0.46957228,11.923527,0.8672747,-13.704349,23.364416,-0.050443057,-0.006228874,0.12532729,3.4508486,1.3256162,0.59267604,0.6169894,0.17660715,0.32005173,-29.284113,06_PM64_2.wav,1
31.509392,0.079156026,29.972986,31.499859,33.066788,3.0938015,137.56895,238.96265,27.099485,37.85949,0.53779304,0.5260141,0.28883243,0.4874193,0.74694276,0.45811033,7.0439014,3.7993782,4.4662175,2.9331014,0.23794797,0.6768686,20.975895,0.65656686,10.297321,0.974287,-2.7514005,-4.066005,-4.6538596,-1.9175272,0.021031456,2.034842,1.0607604,0.7267212,6.731364,0.5369101,-3.4194467,-2.3895168,21.3737,0.39380664,511.44922,0.2574336,1295.4249,0.1769574,-56.041153,-1.5048665,1505.3677,0.14712578,1149.6853,0.33007422,-65.641426,-1.1741152,2535.6318,0.09897369,921.38525,0.434817,-71.05967,-1.0372043,-16.622906,-0.28434196,26.608177,0.23351231,-0.002770685,-11.717885,-0.030808626,-0.36246824,0.27407932,0.5960806,27.252092,0.32558402,10.075126,1.015398,-4.399538,-2.728372,-6.424351,-1.3461922,-10.122264,19.419024,-0.050639916,-0.009171165,0.13532823,3.8764513,1.8472395,0.39089888,0.3693317,0.13298851,0.17337833,-33.647064,13_PF58_2.wav,1
31.89977,0.13889156,30.14855,32.169956,34.580887,4.432337,242.79439,381.2265,162.92316,414.39523,0.6148489,0.88421977,0.15518677,0.46841136,0.9933849,0.8381981,14.010085,9.568514,8.830876,6.81191,0.47509664,1.5517719,17.80875,0.75720763,5.811412,2.0237062,2.460469,5.664827,-4.6773853,-3.5248027,0.033586394,1.9996909,1.3371555,0.73145956,5.038419,0.94124305,-0.5023794,-31.628695,16.26926,1.1243234,543.05066,0.31320494,1276.5337,0.19785658,-95.47376,-0.96912175,1553.215,0.17316554,1059.0574,0.47221258,-96.31796,-0.910956,2633.8682,0.10930556,888.20044,0.62706196,-100.624374,-0.83229274,-12.389405,-0.5068577,23.76779,0.35442266,-0.0119742425,-3.2747827,-0.02211847,-0.67408484,0.6023763,1.2978487,25.19778,0.4165022,4.213741,3.2239263,1.5309858,10.459736,-12.321686,-1.3515458,-13.404838,24.404383,-0.06537144,-0.0066571445,0.31067184,3.0,2.6205642,0.2067361,0.16150692,0.17959349,0.26008245,-28.418444,11_PF34_4.wav,1
